NodeLabel	Cluster	Type	AncLabel	Tree	UStage
A150.HMF9|Node1393/77.3/98	19	LUG	A150.HMF9|Node1393/77.3/98	A150.HMF9	 72-82|optic tectum
A150.HMF9|Node1394/63.1/98	19	LUG	A150.HMF9|Node1394/63.1/98	A150.HMF9	 72-82|cerebellum
A150.HMF9|Node1384/98.9/100	12	LUG	A150.HMF9|Node1384/98.9/100	A150.HMF9	 24-34|progenitors
A150.HMF9|Node1232/84.4/100	24	LUG	A150.HMF9|Node1232/84.4/100	A150.HMF9	 48-58|neurons
A150.HMF9|Node1258/76.4/100	24	Legacy	A150.HMF9|Node1232/84.4/100	A150.HMF9	 48-58|neurons
A150.HMF9|Node1260/0/22	24	LUG	A150.HMF9|Node1260/0/22	A150.HMF9	 48-58|neurons
A150.HMF9|Node1235/0/96	24	Legacy	A150.HMF9|Node1232/84.4/100	A150.HMF9	 48-58|neurons
A150.HMF9|Node1236/85.5/98	24	LUG	A150.HMF9|Node1236/85.5/98	A150.HMF9	 48-58|progenitors
A150.HMF9|Node1240/0/98	24	LUG	A150.HMF9|Node1240/0/98	A150.HMF9	 10-12|non-neural ectoderm
A150.HMF9|Node1241/27.1/83	24	Legacy	A150.HMF9|Node1240/0/98	A150.HMF9	 10-12|non-neural ectoderm
A150.HMF9|Node1242/86.4/99	24	Legacy	A150.HMF9|Node1240/0/98	A150.HMF9	 10-12|non-neural ectoderm
A150.HMF9|Node1244/85.1/100	12	LUG	A150.HMF9|Node1244/85.1/100	A150.HMF9	 60-70|progenitors
A150.HMF9|Node1271/78.1/100	23	LUG	A150.HMF9|Node1271/78.1/100	A150.HMF9	 48-58|neurons
A150.HMF9|Node1274/99.9/100	10	LUG	A150.HMF9|Node1274/99.9/100	A150.HMF9	 10-12|non-neural ectoderm
A150.HMF9|Node1203/79.5/72	12	LUG	A150.HMF9|Node1203/79.5/72	A150.HMF9	 24-34|progenitors
A150.HMF9|Node1204/76.9/77	9	LUG	A150.HMF9|Node1204/76.9/77	A150.HMF9	 60-70|photoreceptors
A150.HMF9|Node1205/87.7/100	9	LUG	A150.HMF9|Node1205/87.7/100	A150.HMF9	120|photoreceptors
A150.HMF9|Node1184/98.5/100	10	LUG	A150.HMF9|Node1184/98.5/100	A150.HMF9	 60-70|periderm
A150.HMF9|Node1191/0/33	10	LUG	A150.HMF9|Node1191/0/33	A150.HMF9	 60-70|periderm
A150.HMF9|Node1192/75.1/100	30	LUG	A150.HMF9|Node1192/75.1/100	A150.HMF9	108-118|retinal interneurons
A150.HMF9|Node1193/92/100	30	LUG	A150.HMF9|Node1193/92/100	A150.HMF9	120|neurons
A150.HMF9|Node1202/83.5/95	30	LUG	A150.HMF9|Node1202/83.5/95	A150.HMF9	120|neurons
A150.HMF9|Node1216/73.7/64	3	LUG	A150.HMF9|Node1216/73.7/64	A150.HMF9	 48-58|fibroblasts
A150.HMF9|Node1217/78.2/99	30	LUG	A150.HMF9|Node1217/78.2/99	A150.HMF9	 96-106|retinal interneurons
A150.HMF9|Node1405/0/71	9	LUG	A150.HMF9|Node1405/0/71	A150.HMF9	 60-70|photoreceptors
A150.HMF9|Node1423/99.6/100	10	LUG	A150.HMF9|Node1423/99.6/100	A150.HMF9	 60-70|periderm
A150.HMF9|Node1427/71.2/83	25	LUG	A150.HMF9|Node1427/71.2/83	A150.HMF9	120|ventral forebrain
A150.HMF9|Node1470/92.1/100	22	LUG	A150.HMF9|Node1470/92.1/100	A150.HMF9	 60-70|progenitors
A150.HMF9|Node1472/69.3/100	22	LUG	A150.HMF9|Node1472/69.3/100	A150.HMF9	  3-4|gastrula
A152.HMF10|Node914/88.5/100	25	LUG	A152.HMF10|Node914/88.5/100	A152.HMF10	 48-58|progenitors
A152.HMF10|Node922/64.6/100	11	LUG	A152.HMF10|Node922/64.6/100	A152.HMF10	 10-12|neural plate
A152.HMF10|Node868/78.9/96	11	LUG	A152.HMF10|Node868/78.9/96	A152.HMF10	 36-46|progenitors
A152.HMF10|Node874/98.1/100	11	LUG	A152.HMF10|Node874/98.1/100	A152.HMF10	 48-58|ionocytes
A152.HMF10|Node876/90/99	6	LUG	A152.HMF10|Node876/90/99	A152.HMF10	 48-58|pharyngeal arch
A152.HMF10|Node878/92.4/97	20	LUG	A152.HMF10|Node878/92.4/97	A152.HMF10	 48-58|pharyngeal arch
A152.HMF10|Node882/91.6/98	20	Legacy	A152.HMF10|Node878/92.4/97	A152.HMF10	 48-58|pharyngeal arch
A152.HMF10|Node786/85.6/2	9	LUG	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node787/78.4/67	9	Legacy	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node788/77.8/91	9	Legacy	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node789/80.2/90	9	Legacy	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node797/98.6/100	9	Legacy	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node798/77.4/94	9	Legacy	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node800/87.9/100	9	Legacy	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node801/69/95	11	LUG	A152.HMF10|Node801/69/95	A152.HMF10	 36-46|progenitors
A152.HMF10|Node805/83.2/96	9	Legacy	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node812/0/84	9	Legacy	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node836/95.6/99	9	Legacy	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node848/82.5/100	9	Legacy	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node838/98.8/100	9	Legacy	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node841/84.1/99	9	Legacy	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node843/86.7/100	9	Legacy	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node847/85.6/100	9	Legacy	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node815/84.3/95	9	Legacy	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node826/77/92	9	Legacy	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node827/76.8/92	9	Legacy	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node828/77.6/98	9	Legacy	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node830/91.2/99	9	Legacy	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node818/85.6/98	9	Legacy	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node822/83.2/100	9	Legacy	A152.HMF10|Node786/85.6/2	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node831/79.5/52	6	LUG	A152.HMF10|Node831/79.5/52	A152.HMF10	108-118|mesenchyme
A152.HMF10|Node766/80.8/70	7	LUG	A152.HMF10|Node766/80.8/70	A152.HMF10	 84-94|hindbrain
A152.HMF10|Node768/82.3/100	7	LUG	A152.HMF10|Node768/82.3/100	A152.HMF10	 84-94|hindbrain
A152.HMF10|Node750/0/93	25	LUG	A152.HMF10|Node750/0/93	A152.HMF10	108-118|epidermis
A152.HMF10|Node752/85.2/100	25	Legacy	A152.HMF10|Node750/0/93	A152.HMF10	108-118|epidermis
A152.HMF10|Node716/85.6/50	7	LUG	A152.HMF10|Node716/85.6/50	A152.HMF10	 36-46|progenitors
A152.HMF10|Node719/86.4/67	7	Legacy	A152.HMF10|Node716/85.6/50	A152.HMF10	 36-46|progenitors
A152.HMF10|Node710/93.6/100	34	LUG	A152.HMF10|Node710/93.6/100	A152.HMF10	 48-58|progenitors
A152.HMF10|Node693/86.7/100	23	LUG	A152.HMF10|Node693/86.7/100	A152.HMF10	 36-46|progenitors
A152.HMF10|Node587/97.3/99	11	LUG	A152.HMF10|Node587/97.3/99	A152.HMF10	 10-12|neural plate
A152.HMF10|Node632/81.2/96	9	LUG	A152.HMF10|Node632/81.2/96	A152.HMF10	 36-46|progenitors
A152.HMF10|Node634/96.7/100	20	LUG	A152.HMF10|Node634/96.7/100	A152.HMF10	 48-58|pharyngeal arch
A152.HMF10|Node641/82.9/95	9	LUG	A152.HMF10|Node641/82.9/95	A152.HMF10	 60-70|photoreceptors
A152.HMF10|Node648/93.3/100	6	LUG	A152.HMF10|Node648/93.3/100	A152.HMF10	 48-58|pharyngeal arch
A152.HMF10|Node548/76.7/98	7	LUG	A152.HMF10|Node548/76.7/98	A152.HMF10	 48-58|neurons
A152.HMF10|Node549/92.9/100	7	Legacy	A152.HMF10|Node548/76.7/98	A152.HMF10	 48-58|neurons
A152.HMF10|Node551/84/100	7	Legacy	A152.HMF10|Node548/76.7/98	A152.HMF10	 48-58|neurons
A152.HMF10|Node494/0/33	3	LUG	A152.HMF10|Node494/0/33	A152.HMF10	 48-58|neurons
A152.HMF10|Node495/77.7/58	25	LUG	A152.HMF10|Node495/77.7/58	A152.HMF10	 48-58|neurons
A152.HMF10|Node510/85.9/94	25	Legacy	A152.HMF10|Node495/77.7/58	A152.HMF10	 48-58|neurons
A152.HMF10|Node511/83.9/99	11	LUG	A152.HMF10|Node511/83.9/99	A152.HMF10	 48-58|progenitors
A152.HMF10|Node502/0/39	25	Legacy	A152.HMF10|Node495/77.7/58	A152.HMF10	 48-58|neurons
A152.HMF10|Node503/84.5/41	25	Legacy	A152.HMF10|Node495/77.7/58	A152.HMF10	 48-58|neurons
A152.HMF10|Node508/81.4/100	25	Legacy	A152.HMF10|Node495/77.7/58	A152.HMF10	 48-58|neurons
A152.HMF10|Node506/86.9/100	6	LUG	A152.HMF10|Node506/86.9/100	A152.HMF10	 48-58|pharyngeal arch
A152.HMF10|Node462/93.5/100	25	LUG	A152.HMF10|Node462/93.5/100	A152.HMF10	108-118|epidermis
A152.HMF10|Node453/88.1/99	20	LUG	A152.HMF10|Node453/88.1/99	A152.HMF10	 48-58|pharyngeal arch
A152.HMF10|Node468/72.3/91	6	LUG	A152.HMF10|Node468/72.3/91	A152.HMF10	108-118|stromal cells
A152.HMF10|Node471/93.4/97	20	LUG	A152.HMF10|Node471/93.4/97	A152.HMF10	 48-58|pharyngeal arch
A152.HMF10|Node442/0/91	6	LUG	A152.HMF10|Node442/0/91	A152.HMF10	 48-58|pharyngeal arch
A152.HMF10|Node443/0/99	6	Legacy	A152.HMF10|Node442/0/91	A152.HMF10	 48-58|pharyngeal arch
A152.HMF10|Node432/84.8/100	6	LUG	A152.HMF10|Node432/84.8/100	A152.HMF10	108-118|stromal cells
A152.HMF10|Node431/87.1/98	6	LUG	A152.HMF10|Node431/87.1/98	A152.HMF10	 48-58|pharyngeal arch
A152.HMF10|Node435/90.7/98	6	LUG	A152.HMF10|Node435/90.7/98	A152.HMF10	108-118|stromal cells
A152.HMF10|Node437/82.5/99	6	Legacy	A152.HMF10|Node435/90.7/98	A152.HMF10	108-118|stromal cells
A152.HMF10|Node438/98/100	6	Legacy	A152.HMF10|Node435/90.7/98	A152.HMF10	108-118|stromal cells
A152.HMF10|Node406/0/25	23	LUG	A152.HMF10|Node406/0/25	A152.HMF10	 48-58|progenitors
A152.HMF10|Node412/80.7/95	23	Legacy	A152.HMF10|Node406/0/25	A152.HMF10	 48-58|progenitors
A152.HMF10|Node377/86.9/90	11	LUG	A152.HMF10|Node377/86.9/90	A152.HMF10	 36-46|progenitors
A152.HMF10|Node378/86.7/98	11	LUG	A152.HMF10|Node378/86.7/98	A152.HMF10	 36-46|progenitors
A152.HMF10|Node392/84.8/99	23	LUG	A152.HMF10|Node392/84.8/99	A152.HMF10	 48-58|progenitors
A152.HMF10|Node398/86.3/99	11	LUG	A152.HMF10|Node398/86.3/99	A152.HMF10	 48-58|progenitors
A152.HMF10|Node944/73.5/100	11	LUG	A152.HMF10|Node944/73.5/100	A152.HMF10	 48-58|progenitors
A152.HMF10|Node946/87.6/100	11	LUG	A152.HMF10|Node946/87.6/100	A152.HMF10	 48-58|progenitors
A152.HMF10|Node951/0/5	11	LUG	A152.HMF10|Node951/0/5	A152.HMF10	 14-21|progenitors
A152.HMF10|Node272/83.8/71	7	LUG	A152.HMF10|Node272/83.8/71	A152.HMF10	 96-106|periderm
A152.HMF10|Node273/86.5/43	7	LUG	A152.HMF10|Node273/86.5/43	A152.HMF10	 96-106|periderm
A152.HMF10|Node328/0/99	7	LUG	A152.HMF10|Node328/0/99	A152.HMF10	 48-58|progenitors
A152.HMF10|Node325/83.9/98	7	LUG	A152.HMF10|Node325/83.9/98	A152.HMF10	 96-106|periderm
A152.HMF10|Node331/86.1/92	7	LUG	A152.HMF10|Node331/86.1/92	A152.HMF10	 48-58|progenitors
A152.HMF10|Node338/42.3/89	7	Legacy	A152.HMF10|Node331/86.1/92	A152.HMF10	 48-58|progenitors
A152.HMF10|Node339/32/96	7	Legacy	A152.HMF10|Node331/86.1/92	A152.HMF10	 48-58|progenitors
A152.HMF10|Node354/90.9/99	7	LUG	A152.HMF10|Node354/90.9/99	A152.HMF10	 36-46|hindbrain
A152.HMF10|Node237/93.2/98	7	LUG	A152.HMF10|Node237/93.2/98	A152.HMF10	108-118|epidermis
A152.HMF10|Node259/66.2/81	7	LUG	A152.HMF10|Node259/66.2/81	A152.HMF10	 14-21|progenitors
A152.HMF10|Node263/0/97	7	LUG	A152.HMF10|Node263/0/97	A152.HMF10	 96-106|periderm
A152.HMF10|Node96/84.4/97	28	LUG	A152.HMF10|Node96/84.4/97	A152.HMF10	 84-94|epidermis
A152.HMF10|Node123/83.1/93	28	LUG	A152.HMF10|Node123/83.1/93	A152.HMF10	108-118|periderm
A152.HMF10|Node110/0/8	28	Legacy	A152.HMF10|Node96/84.4/97	A152.HMF10	 84-94|epidermis
A152.HMF10|Node118/0/17	28	Legacy	A152.HMF10|Node96/84.4/97	A152.HMF10	 84-94|epidermis
A152.HMF10|Node107/86.9/99	7	LUG	A152.HMF10|Node107/86.9/99	A152.HMF10	108-118|epidermis
A152.HMF10|Node103/0/2	28	Legacy	A152.HMF10|Node96/84.4/97	A152.HMF10	 84-94|epidermis
A152.HMF10|Node129/83.6/97	9	LUG	A152.HMF10|Node129/83.6/97	A152.HMF10	 14-21|progenitors
A152.HMF10|Node131/76.9/99	9	LUG	A152.HMF10|Node131/76.9/99	A152.HMF10	 84-94|hindbrain
A152.HMF10|Node70/86.7/38	7	LUG	A152.HMF10|Node70/86.7/38	A152.HMF10	 48-58|progenitors
A152.HMF10|Node85/0/100	7	LUG	A152.HMF10|Node85/0/100	A152.HMF10	 96-106|periderm
A152.HMF10|Node78/85/95	7	LUG	A152.HMF10|Node78/85/95	A152.HMF10	 96-106|periderm
A152.HMF10|Node80/84.4/39	7	Legacy	A152.HMF10|Node78/85/95	A152.HMF10	 96-106|periderm
A152.HMF10|Node62/0/42	7	LUG	A152.HMF10|Node62/0/42	A152.HMF10	 36-46|neurons
A152.HMF10|Node69/0/100	7	LUG	A152.HMF10|Node69/0/100	A152.HMF10	 96-106|periderm
A152.HMF10|Node57/0/4	7	LUG	A152.HMF10|Node57/0/4	A152.HMF10	 48-58|progenitors
A152.HMF10|Node35/85.4/99	9	LUG	A152.HMF10|Node35/85.4/99	A152.HMF10	 14-21|progenitors
A152.HMF10|Node134/0/1	7	LUG	A152.HMF10|Node134/0/1	A152.HMF10	 96-106|periderm
A152.HMF10|Node169/0/88	7	Legacy	A152.HMF10|Node134/0/1	A152.HMF10	 96-106|periderm
A152.HMF10|Node170/84.6/98	7	Legacy	A152.HMF10|Node134/0/1	A152.HMF10	 96-106|periderm
A152.HMF10|Node175/90.7/100	6	LUG	A152.HMF10|Node175/90.7/100	A152.HMF10	 48-58|pharyngeal arch
A152.HMF10|Node158/84.8/99	7	Legacy	A152.HMF10|Node134/0/1	A152.HMF10	 96-106|periderm
A152.HMF10|Node160/84.2/99	7	LUG	A152.HMF10|Node160/84.2/99	A152.HMF10	 96-106|periderm
A152.HMF10|Node148/84.2/99	7	LUG	A152.HMF10|Node148/84.2/99	A152.HMF10	 96-106|periderm
A152.HMF10|Node151/0/100	7	Legacy	A152.HMF10|Node148/84.2/99	A152.HMF10	 96-106|periderm
A152.HMF9|Node267/84.4/77	7	LUG	A152.HMF9|Node267/84.4/77	A152.HMF9	 48-58|neurons
A152.HMF9|Node269/85.3/77	7	LUG	A152.HMF9|Node269/85.3/77	A152.HMF9	 72-82|hindbrain
A152.HMF9|Node273/0/1	7	LUG	A152.HMF9|Node273/0/1	A152.HMF9	 72-82|hindbrain
A152.HMF9|Node280/0/72	7	Legacy	A152.HMF9|Node273/0/1	A152.HMF9	 72-82|hindbrain
A152.HMF9|Node277/0/3	7	LUG	A152.HMF9|Node277/0/3	A152.HMF9	 84-94|hindbrain
A152.HMF9|Node51/80.8/92	1	LUG	A152.HMF9|Node51/80.8/92	A152.HMF9	 60-70|retinal interneurons
A152.HMF9|Node24/80.1/78	1	LUG	A152.HMF9|Node24/80.1/78	A152.HMF9	 24-34|spinal cord
A152.HMF9|Node26/81.4/80	1	Legacy	A152.HMF9|Node24/80.1/78	A152.HMF9	 24-34|spinal cord
A152.HMF9|Node77/95.5/100	1	LUG	A152.HMF9|Node77/95.5/100	A152.HMF9	 84-94|progenitors
A152.HMF9|Node97/100/100	23	LUG	A152.HMF9|Node97/100/100	A152.HMF9	 48-58|hindbrain
A152.HMF9|Node116/38.6/25	23	LUG	A152.HMF9|Node116/38.6/25	A152.HMF9	 72-82|neurons
A152.HMF9|Node118/0/25	23	Legacy	A152.HMF9|Node116/38.6/25	A152.HMF9	 72-82|neurons
A152.HMF9|Node120/99/100	23	Legacy	A152.HMF9|Node116/38.6/25	A152.HMF9	 72-82|neurons
A152.HMF9|Node166/0/56	24	LUG	A152.HMF9|Node166/0/56	A152.HMF9	 96-106|neurons
A152.HMF9|Node168/86/98	24	LUG	A152.HMF9|Node168/86/98	A152.HMF9	 96-106|neurons
A152.HMF9|Node172/89.6/98	24	LUG	A152.HMF9|Node172/89.6/98	A152.HMF9	 96-106|neurons
A152.HMF9|Node185/84/82	24	Legacy	A152.HMF9|Node172/89.6/98	A152.HMF9	 96-106|neurons
A152.HMF9|Node176/0/6	24	LUG	A152.HMF9|Node176/0/6	A152.HMF9	 96-106|neurons
A152.HMF9|Node203/0/80	23	LUG	A152.HMF9|Node203/0/80	A152.HMF9	 48-58|neurons
A152.HMF9|Node360/91.2/99	15	LUG	A152.HMF9|Node360/91.2/99	A152.HMF9	 84-94|liver
A152.HMF9|Node365/0/3	15	LUG	A152.HMF9|Node365/0/3	A152.HMF9	 84-94|liver
A152.HMF9|Node301/87/87	7	LUG	A152.HMF9|Node301/87/87	A152.HMF9	 60-70|cerebellum
A152.HMF9|Node303/91.6/98	7	LUG	A152.HMF9|Node303/91.6/98	A152.HMF9	 48-58|progenitors
A152.HMF9|Node304/84.2/87	7	LUG	A152.HMF9|Node304/84.2/87	A152.HMF9	 84-94|hindbrain
A152.HMF9|Node336/87.8/100	7	Legacy	A152.HMF9|Node304/84.2/87	A152.HMF9	 84-94|hindbrain
A152.HMF9|Node329/74.6/90	7	LUG	A152.HMF9|Node329/74.6/90	A152.HMF9	 84-94|hindbrain
A152.HMF9|Node309/0/5	7	Legacy	A152.HMF9|Node304/84.2/87	A152.HMF9	 84-94|hindbrain
A152.HMF9|Node313/0/74	7	Legacy	A152.HMF9|Node304/84.2/87	A152.HMF9	 84-94|hindbrain
A152.HMF9|Node324/0/2	7	Legacy	A152.HMF9|Node304/84.2/87	A152.HMF9	 84-94|hindbrain
A152.HMF9|Node343/0/61	7	Legacy	A152.HMF9|Node303/91.6/98	A152.HMF9	 48-58|progenitors
A152.HMF9|Node350/76.5/99	7	Legacy	A152.HMF9|Node301/87/87	A152.HMF9	 60-70|cerebellum
A20.HMF10|Node1934/86.2/63	27	LUG	A20.HMF10|Node1934/86.2/63	A20.HMF10	108-118|periderm
A20.HMF10|Node1938/76/99	17	LUG	A20.HMF10|Node1938/76/99	A20.HMF10	 36-46|ventral forebrain
A20.HMF10|Node1939/83.4/52	27	LUG	A20.HMF10|Node1939/83.4/52	A20.HMF10	 96-106|periderm
A20.HMF10|Node1913/91.4/100	25	LUG	A20.HMF10|Node1913/91.4/100	A20.HMF10	 36-46|epidermis
A20.HMF10|Node1923/77.2/100	1	LUG	A20.HMF10|Node1923/77.2/100	A20.HMF10	 24-34|progenitors
A20.HMF10|Node1856/0/98	17	LUG	A20.HMF10|Node1856/0/98	A20.HMF10	 48-58|progenitors
A20.HMF10|Node1842/80.7/98	16	LUG	A20.HMF10|Node1842/80.7/98	A20.HMF10	 60-70|intestine
A20.HMF10|Node1845/75.1/100	16	LUG	A20.HMF10|Node1845/75.1/100	A20.HMF10	 84-94|intestine
A20.HMF10|Node1846/78/100	16	LUG	A20.HMF10|Node1846/78/100	A20.HMF10	 84-94|intestine
A20.HMF10|Node1848/78.2/99	16	LUG	A20.HMF10|Node1848/78.2/99	A20.HMF10	 84-94|intestine
A20.HMF10|Node1831/0/95	17	LUG	A20.HMF10|Node1831/0/95	A20.HMF10	 14-21|progenitors
A20.HMF10|Node1832/88.7/100	28	LUG	A20.HMF10|Node1832/88.7/100	A20.HMF10	 84-94|periderm
A20.HMF10|Node1837/72.8/100	28	LUG	A20.HMF10|Node1837/72.8/100	A20.HMF10	 96-106|periderm
A20.HMF10|Node1834/86.4/100	27	LUG	A20.HMF10|Node1834/86.4/100	A20.HMF10	 96-106|periderm
A20.HMF10|Node1839/83.3/100	28	LUG	A20.HMF10|Node1839/83.3/100	A20.HMF10	 96-106|periderm
A20.HMF10|Node1841/0/100	28	LUG	A20.HMF10|Node1841/0/100	A20.HMF10	 96-106|periderm
A20.HMF10|Node1827/77.5/72	21	LUG	A20.HMF10|Node1827/77.5/72	A20.HMF10	 48-58|fin epidermis
A20.HMF10|Node1828/76.3/100	21	Legacy	A20.HMF10|Node1827/77.5/72	A20.HMF10	 48-58|fin epidermis
A20.HMF10|Node1822/91.2/99	10	LUG	A20.HMF10|Node1822/91.2/99	A20.HMF10	108-118|periderm
A20.HMF10|Node1812/85.3/100	28	LUG	A20.HMF10|Node1812/85.3/100	A20.HMF10	 84-94|periderm
A20.HMF10|Node1818/76.9/100	28	LUG	A20.HMF10|Node1818/76.9/100	A20.HMF10	 96-106|periderm
A20.HMF10|Node1792/85.4/100	10	LUG	A20.HMF10|Node1792/85.4/100	A20.HMF10	 72-82|olfactory receptor neurons
A20.HMF10|Node1798/88.8/97	22	LUG	A20.HMF10|Node1798/88.8/97	A20.HMF10	120|mesenchyme
A20.HMF10|Node1800/0/100	22	LUG	A20.HMF10|Node1800/0/100	A20.HMF10	120|mesenchyme
A20.HMF10|Node1863/91.2/100	27	LUG	A20.HMF10|Node1863/91.2/100	A20.HMF10	120|periderm
A20.HMF10|Node1868/80.2/100	27	LUG	A20.HMF10|Node1868/80.2/100	A20.HMF10	108-118|periderm
A20.HMF10|Node1871/85.5/100	1	LUG	A20.HMF10|Node1871/85.5/100	A20.HMF10	 48-58|retinal progenitors
A20.HMF10|Node1884/0/37	18	LUG	A20.HMF10|Node1884/0/37	A20.HMF10	 48-58|erythrocytes
A20.HMF10|Node1894/85.4/99	18	Legacy	A20.HMF10|Node1884/0/37	A20.HMF10	 48-58|erythrocytes
A20.HMF10|Node1873/75.5/93	12	LUG	A20.HMF10|Node1873/75.5/93	A20.HMF10	 36-46|vasculature
A20.HMF10|Node1874/77/100	4	LUG	A20.HMF10|Node1874/77/100	A20.HMF10	 10-12|ventrolateral mesoderm
A20.HMF10|Node1875/96.4/100	4	LUG	A20.HMF10|Node1875/96.4/100	A20.HMF10	 10-12|ventrolateral mesoderm
A20.HMF10|Node1880/0/40	33	LUG	A20.HMF10|Node1880/0/40	A20.HMF10	120|erythrocytes
A20.HMF10|Node1897/86.3/82	17	LUG	A20.HMF10|Node1897/86.3/82	A20.HMF10	 96-106|periderm
A20.HMF10|Node1900/0/100	27	LUG	A20.HMF10|Node1900/0/100	A20.HMF10	108-118|periderm
A20.HMF10|Node1905/76.5/99	16	LUG	A20.HMF10|Node1905/76.5/99	A20.HMF10	 84-94|intestine
A20.HMF10|Node1754/69.4/56	9	LUG	A20.HMF10|Node1754/69.4/56	A20.HMF10	 36-46|slow muscle
A20.HMF10|Node1756/86.6/98	26	LUG	A20.HMF10|Node1756/86.6/98	A20.HMF10	 84-94|periderm
A20.HMF10|Node1757/86.4/100	28	LUG	A20.HMF10|Node1757/86.4/100	A20.HMF10	108-118|periderm
A20.HMF10|Node1760/92.9/100	28	LUG	A20.HMF10|Node1760/92.9/100	A20.HMF10	 84-94|periderm
A20.HMF10|Node1766/92/100	28	LUG	A20.HMF10|Node1766/92/100	A20.HMF10	 96-106|periderm
A20.HMF10|Node1734/63/98	25	LUG	A20.HMF10|Node1734/63/98	A20.HMF10	 36-46|epidermis
A20.HMF10|Node1736/76.2/100	10	LUG	A20.HMF10|Node1736/76.2/100	A20.HMF10	 36-46|epidermis
A20.HMF10|Node1737/92.1/98	13	LUG	A20.HMF10|Node1737/92.1/98	A20.HMF10	 84-94|facial mesenchyme
A20.HMF10|Node1724/63.4/100	23	LUG	A20.HMF10|Node1724/63.4/100	A20.HMF10	 48-58|neurons
A20.HMF10|Node1725/48.1/95	30	LUG	A20.HMF10|Node1725/48.1/95	A20.HMF10	 84-94|retinal interneurons
A20.HMF10|Node1726/95.8/100	24	LUG	A20.HMF10|Node1726/95.8/100	A20.HMF10	120|olfactory receptor neurons
A20.HMF10|Node1659/37.9/90	6	LUG	A20.HMF10|Node1659/37.9/90	A20.HMF10	108-118|fibroblasts
A20.HMF10|Node1662/0/56	22	LUG	A20.HMF10|Node1662/0/56	A20.HMF10	108-118|fibroblasts
A20.HMF10|Node1631/81.7/68	19	LUG	A20.HMF10|Node1631/81.7/68	A20.HMF10	 36-46|motor neurons
A20.HMF10|Node1642/0/72	19	LUG	A20.HMF10|Node1642/0/72	A20.HMF10	 36-46|motor neurons
A20.HMF10|Node1633/84/96	19	Legacy	A20.HMF10|Node1631/81.7/68	A20.HMF10	 36-46|motor neurons
A20.HMF10|Node1634/80.5/98	30	LUG	A20.HMF10|Node1634/80.5/98	A20.HMF10	 84-94|neurons
A20.HMF10|Node1635/91.5/100	30	LUG	A20.HMF10|Node1635/91.5/100	A20.HMF10	 84-94|diencephalon
A20.HMF10|Node1637/76/100	21	LUG	A20.HMF10|Node1637/76/100	A20.HMF10	 14-21|progenitors
A20.HMF10|Node1644/59.1/98	27	LUG	A20.HMF10|Node1644/59.1/98	A20.HMF10	 96-106|periderm
A20.HMF10|Node1647/0/99	27	LUG	A20.HMF10|Node1647/0/99	A20.HMF10	 84-94|periderm
A20.HMF10|Node1650/95.2/100	28	LUG	A20.HMF10|Node1650/95.2/100	A20.HMF10	 84-94|periderm
A20.HMF10|Node1653/76.4/99	27	Legacy	A20.HMF10|Node1647/0/99	A20.HMF10	 84-94|periderm
A20.HMF10|Node1654/89.5/100	27	LUG	A20.HMF10|Node1654/89.5/100	A20.HMF10	 96-106|periderm
A20.HMF10|Node1655/89/100	10	LUG	A20.HMF10|Node1655/89/100	A20.HMF10	108-118|periderm
